Plant,TÊN CỬA HÀNG,Chi nhánh,TỈNH/TP (TRÊN SAP),Tier,Latitude,Longitude,Total View GMB,Tin nhắn FMB x ZMB,Chỉ đường GMB,Điểm 5* GMB
1599,TTKH QL44A Long Điền,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 3,10.4147504,107.2190738,10117,566,200,0.0
1600,"TTKH 85-87 Đường 30/4, phường Thuận An, TX. Long Mỹ , Hậu Giang",Miền Tây,Hậu Giang,Tier 3,9.669597,105.5650239,4508,238,180,0.0
1601,"TTKH 10 Trần Hưng Đạo, Quế Võ",Miền Bắc,Bắc Ninh,Tier 3,21.1542847,106.1461771,6076,1525,283,5.0
1602,"TTKH 193-195 Lê Văn Thọ, Gò Vấp",Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.843218,106.6570131,14090,636,269,4.67
1603,TTKH 50 Huỳnh Minh Thạnh,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 3,10.5333448,107.3997127,4162,0,121,5.0
1604,"TTKH Thị Trấn Diễn Châu, Nghệ An",Miền Bắc,Nghệ An,Tier 3,16.3941066,107.5706672,3742,1179,329,5.0
1605,"TTKH 19 Thú Y, Hoài Đức",Miền Bắc,Hà Nội,Tier 3,21.0750407,105.6979953,13100,1528,403,5.0
1606,PNJ Sense Market Cái Bè,Miền Tây,Tiền Giang,Tier 3,10.3286401,106.0215208,6100,709,167,0.0
1607,"TTKH 21-23 đường NC, Bàu Bàng",Đông Nam Bộ,Bình Dương,Tier 3,11.2462393,106.6402607,6372,876,220,5.0
1608,"TTKH 609 Quốc lộ 61,Châu Thành",Miền Tây,Kiên Giang,Tier 3,,,142,0,80,0.0
1609,TTKH 2172 QL20 Tân Phú,Đông Nam Bộ,Đồng Nai,Tier 3,11.2845244,107.4875348,4268,489,124,3.0
1610,TTKH 7 ô 5/12 Đ. THĐ Đất Đỏ,Đông Nam Bộ,Bà Rịa – Vũng Tàu,Tier 3,,,8004,0,139,0.0
1611,"TTKH 893B Tỉnh Lộ 10, Tân Tạo",Hồ Chí Minh,Hồ Chí Minh,Tier 01,,,8046,0,256,5.0
1612,"TTKH 245 Nguyễn Nghiêm, TX Đức Phổ",Miền Trung,Quảng Ngãi,Tier 3,14.8168907,108.953743,2002,883,190,5.0
1613,AEON Mall Huế,Miền Trung,Miền Trung,,16.45462,107.6139515,1026,642,101,4.49
1614,"TTKH 720 Cù Chính Lan, TP. Hòa Bình",Miền Bắc,Hòa Bình,Tier 3,20.8225012,105.3449335,5569,6,173,5.0
1615,"TTKH 136 đường 2/9, Duyên Hải, TV",Miền Tây,Trà Vinh,Tier 3,9.6318935,106.4938879,1622,168,124,0.0
1616,"TTKH 1179 Trần Hưng Đạo, Long Xuyên, AG",Miền Tây,An Giang,Tier 1,10.387736,105.4330634,7025,127,187,0.0
1617,"TTKH 239 Phan Chu Trinh, BMT",Tây Nguyên,Tây Nguyên,Tier 1,12.6902852,108.0489596,6990,1511,217,0.0
1618,PNJ Tân Mai,Miền Bắc,Miền Bắc,Tier 1,20.9833902,105.8462562,25629,1406,448,5.0
1619,"TTKH 05 Mẹ Suốt, TP Đồng Hới",Miền Trung,Quảng Bình,Tier 3,17.4634648,106.6253107,2094,839,119,5.0
1620,"TTKH 608 TT. Phước Vĩnh, Phú Giáo",Đông Nam Bộ,Bình Dương,Tier 1,11.2882617,106.7930846,2946,549,180,5.0
1621,"TTKH 145 Thành Thái, Quận 10",Hồ Chí Minh,Q10,Tier 1,10.7749685,106.6640502,20880,281,385,0.0
1622,PNJ Next 07-09-11 Ngô Mây,Miền Trung,Bình Định,Tier 1,13.7615673,109.2195367,10623,744,157,5.0
1623,TTKH 303 Hùng Vương - Châu Đức,Đông Nam Bộ,Bà Rịa - Vũng Tàu,Tier 3,10.6478313,107.2458109,5548,639,236,5.0
1624,TTKH 108-110 Bạch Đằng,Miền Bắc,Hải Phòng,Tier 3,20.9202945,106.6790137,5726,1874,224,5.0
1625,"TTKH 170 khu phố 1, thị trấn Bình Đại",Miền Tây,Bến Tre,Tier 2,,,2568,202,177,0.0
1626,"TTKH 111-113 Cầu Diễn, Phường Phúc Diễn",Miền Bắc,Hà Nội,Tier 1,21.0452823,105.7506625,18816,0,592,5.0
1627,"TTKH 248-250 Hùng Vương, Tuy Hòa",Tây Nguyên,Phú Yên,Tier 1,13.0939236,109.3130176,7823,570,176,0.0
1628,"TTKH 748 Hùng Vương, Chư Sê",Tây Nguyên,Gia Lai,Tier 2,13.6984821,108.0748322,2337,0,129,5.0
1629,TTKH 431 Lê Duẩn - Tân Châu,Đông Nam Bộ,Tây Ninh,Tier 3,16.0705644,108.2150839,2113,795,150,0.0
1630,TTKH Bến Cam,Đông Nam Bộ,Đồng Nai,Tier 3,10.7578531,106.9257478,11456,1263,243,5.0
1631,TTKH Hưng Yên,Miền Bắc,Hưng Yên,Tier 3,20.653673,106.0579108,9770,2433,371,5.0
1632,TTKH 212 Phạm Văn Đồng,Tây Nguyên,Tây Nguyên,Tier 3,13.4533041,109.2199299,1729,736,104,1.0
1633,"TTKH 527 Nguyễn Đáng, Trà Vinh",Miền Tây,Trà Vinh,Tier 2,9.9236519,106.3406331,6025,213,129,0.0
1634,"TTKH 562 Giải Phóng, Ea Hleo",Tây Nguyên,Tây Nguyên,Tier 3,13.2059643,108.2077035,1673,878,129,5.0
1635,PNJ Parc Mall Quận 8,Hồ Chí Minh,Hồ Chí Minh,Tier 1,10.7408331,106.6800861,13146,284,110,5.0
1636,"TTKH 02 QL 61, Cái Tắc",Miền Tây,Hậu Giang,Tier 3,9.9256833,105.7251244,2963,388,160,0.0
1637,PNJ Go Bạc Liêu,Miền Tây,Bạc Liêu,Tier 2,9.2967668,105.7176169,3177,420,97,0.0
1638,TTKH Châu Thành,Đông Nam Bộ,Tây Ninh,Tier 3,,,133,0,107,0.0
1639,TTKH Cái Dăm,Miền Bắc,Miền Bắc,Tier 1,20.9583192,107.0221486,7517,1406,237,5.0
1640,TTKH Dầu Tiếng,Đông Nam Bộ,Đông Nam Bộ,,11.2755146,106.3590611,2044,950,169,0.0
1641,"TTKH Nguyễn Xí, Bình Thạnh",Hồ Chí Minh,Hồ Chí Minh,,10.8153076,106.7079152,17139,32,427,4.2
1643,"TTKH 30 Hiệp Bình, Thủ Đức",Hồ Chí Minh,Hồ Chí Minh,Tier 2,10.839071,106.7323558,18424,646,444,4.2
1644,"TTKH Phan Đình Phùng, Pleiku",Tây Nguyên,Tây Nguyên,Tier 3,13.9860911,108.0048647,3694,730,118,3.0
1645,TTKH Xuân Lộc,Đông Nam Bộ,Đông Nam Bộ,,10.9268844,107.4024238,1947,763,123,5.0
1646,"18-19 QL80, Kiên Lương",Miền Tây,Miền Tây,Tier 2,10.1093297,105.2771844,1777,131,160,0.0
1647,"TTKH Nguyễn Hội, Phan Thiết",Tây Nguyên,Tây Nguyên,,10.93579,108.0973,10812,101,112,5.0
1648,"PNJ Go, Phan Rang",Tây Nguyên,Tây Nguyên,,11.5739132,108.993921,10006,0,97,0.0
1649,L5-46 Nguyễn Chí Thanh,Miền Tây,Miền Tây,Tier 3,9.95106339999999,105.1157411,7769,124,237,0.0
1651,Go Bà Rịa,Đông Nam Bộ,Đông Nam Bộ,,10.4930093,107.16791,3210,0,98,5.0
1652,TTKH Phan Rí,Tây Nguyên,Tây Nguyên,,11.1752023,108.5648273,2454,22,133,5.0
1653,TTKH 2253 Đại lộ Hùng Vương,Tây Nguyên & Nam Trung Bộ,Tây Nguyên,Tier 02,11.916882,109.1425157,7586,0,161,5.0
1654,"TTKH L1-5, L1-6 Nguyễn Khuyến, Biên Hòa",Đông Nam Bộ,Đông Nam Bộ,,10.9859925,106.8691758,4258,206,247,5.0
1655,TTKH 57-58 Định Quán,Đông Nam Bộ,Đông Nam Bộ,,11.1943494,107.350787,3107,504,166,1.0
1656,PNJ Hanoi Centre Mall,Miền Bắc,Hà Nội,Tier 01,21.0315543,105.8308186,28829,0,267,4.95
1657,"PNJ 36 Nguyễn Tất Thành, Lệ Thủy, Quảng Trị",Miền Trung,,,17.2225001,106.7937334,1374,210,106,5.0
1658,TTKH Miễu Ông Cù,Đông Nam Bộ,Bình Dương,Tier 01,10.9337485,106.7422952,12830,0,444,5.0
1659,"PNJ Aeon Tân An, Long An Tây",Miền Tây,Miền Tây,Tier 01,10.5993312,106.4416501,5703,0,123,5.0
1660,"TTKH 362-364 Trần Phú, Thanh Hóa",Miền Bắc,Thanh Hóa,Tier 02,19.8022398,105.7757986,7299,2477,311,5.0
1661,TTKH Bình Hòa,Đông Nam Bộ,Bình Dương,Tier 01,10.8915387,106.7294213,12584,180,301,4.0
1662,"TTKH 164 Phạm Văn Đồng, HN",Miền Bắc,Hà Nội,Tier 01,,,22978,0,429,5.0
1664,"TTKH 384 Nguyễn Công Trứ, Ninh Bình",Miền Bắc,,Tier 02,,,0,0,0,0.0
missing_001,PNJ 111113 Cầu Diễn Bắc Từ Liêm,,,,,,0,47,0,0.0
missing_002,"PNJ 141A - 143 Nguyễn Trãi, Phường Chợ Quán, TP. HCM",,,,,,0,517,0,0.0
missing_003,PNJ 159 Phan Đăng Lưu,,,,,,0,72,0,0.0
missing_004,"PNJ 196 - 198 Nguyễn Tất Thành, Tân Lập, Đắk Lắk",,,,,,0,1504,0,0.0
missing_005,"PNJ 320 Giải Phóng, Krông Pắc, Đắk Lắk",,,,,,0,270,0,0.0
missing_006,"PNJ 385B Cách Mạng Tháng Tám, phường Hòa Hưng, TP.HCM",,,,,,0,444,0,0.0
missing_007,"PNJ 69/13 DT743, Phường An Phú, TP. HCM",,,,,,0,287,0,0.0
missing_008,"PNJ Lê Thánh Tôn, Nha Trang",,,,,,0,43,0,0.0
missing_009,"PNJ Lý Thường Kiệt, Buôn Ma Thuột",,,,,,0,298,0,0.0
missing_010,"PNJ tại Co.opmart Cao Lãnh, Đồng Tháp",,,,,,0,927,0,0.0
missing_011,"PNJ tại Co.opmart Phan Thiết, Bình Thuận",,,,,,0,146,0,0.0
missing_012,"PNJ tại Co.opmart Pleiku, Gia Lai",,,,,,0,479,0,0.0
missing_013,"PNJ tại Co.opmart Sóc Trăng, Sóc Trăng",,,,,,0,321,0,0.0
missing_014,"PNJ tại GO Thăng Long, Quận Cầu Giấy",,,,,,0,646,0,0.0
missing_015,Plant - (GMB unmatched),,,,,,5370,0,126,0.0
missing_016,Plant 1152 (GMB unmatched),,,,,,125,0,54,0.0
missing_017,Plant 1154 (GMB unmatched),,,,,,14335,0,110,5.0
missing_018,Plant 1166 (GMB unmatched),,,,,,1865,0,61,0.0
missing_019,Plant 1183 (GMB unmatched),,,,,,7712,0,181,0.0
missing_020,Plant 1301 (GMB unmatched),,,,,,614,0,114,0.0
missing_021,Plant 1302 (GMB unmatched),,,,,,1055,0,101,0.0
missing_022,Plant 1308 (GMB unmatched),,,,,,129,0,87,0.0
missing_023,Plant 1328 (GMB unmatched),,,,,,4181,0,186,5.0
missing_024,Plant 1402 (GMB unmatched),,,,,,138,0,105,0.0
missing_025,Plant 1431 (GMB unmatched),,,,,,126,0,85,0.0
missing_026,Plant 1486 (GMB unmatched),,,,,,90,0,76,0.0
missing_027,Plant 1536 (GMB unmatched),,,,,,4102,0,51,0.0
missing_028,Plant 1650 (GMB unmatched),,,,,,11667,0,466,5.0
missing_029,Trang Sức PNJ An Đông HCM,,,,,,0,24,0,0.0
missing_030,Trang Sức PNJ Next Ngô Mây Quy Nhơn,,,,,,0,4,0,0.0
missing_031,Trang Sức PNJ TTKH Kim Liên Hà Nội,,,,,,0,21,0,0.0
missing_032,Trang sức PNJ 1513 Nguyễn Ảnh Thủ HM,,,,,,0,57,0,0.0
missing_033,Trang sức PNJ 241 Phạm Hùng HCM,,,,,,0,76,0,0.0
missing_034,Trang sức PNJ 327 Quang Trung Hóc Môn,,,,,,0,61,0,0.0
missing_035,Trang sức PNJ 86 Nguyễn Huệ,,,,,,0,31,0,0.0
missing_036,pnj_kv1_slayqueen,,,,,,0,1297,0,0.0
missing_037,pnj_kv3_charminglady,,,,,,0,111,0,0.0
missing_038,pnj_kv3_lovingman,,,,,,0,0,0,0.0
missing_039,pnj_kv3_officebeauty,,,,,,0,118,0,0.0
missing_040,pnj_kv3_slayqueen,,,,,,0,342,0,0.0
missing_041,pnj_kv6_truelove,,,,,,0,0,0,0.0
